



 PAIRING FACTOR=  0.500

 M*,R0  A DEPENDENT AND ALP= 0.600

 WITHOUT BOTTOM RAISING



 ALL-F
 ALL-G-T
 1ST-0A
 1ST-1V
 1ST-1A
 1ST-2A

 MODIFIED  LORENTZ TYPE II + HYPERBOLIC-SEC

 SIGMA1,2 INDEPEND ON THE MASS NUMBER AND SIGMA3=     40.00
 GAMMA=      100.00
 C1= 0.700     C2= 0.300

-----------------------------------------------------------


Calculated by using Gross Theory ver.2  with KTUY mass formula




 Beta    Z    N    A       Q-value   Half-life
 
minus                       (MeV)       (sec)

   -1   52  133  185        25.6028  0.1731E-03
   -1   52  134  186        24.6561  0.1493E-03
   -1   52  135  187        26.7465  0.1326E-03
   -1   52  136  188        25.5181  0.1220E-03
   -1   52  137  189        27.5400  0.1102E-03
   -1   52  138  190        26.0671  0.1069E-03
   -1   52  139  191        27.6990  0.1045E-03
   -1   53   71  124         0.0577  0.4820E+09
   -1   53   73  126         0.9800  0.4955E+05
   -1   53   75  128         1.8810  0.4139E+04
   -1   53   76  129         0.2884  0.5268E+06
   -1   53   77  130         2.6176  0.1077E+04
   -1   53   78  131         1.1158  0.4354E+04
   -1   53   79  132         3.4043  0.3363E+03
   -1   53   80  133         1.9436  0.4593E+03
   -1   53   81  134         4.1369  0.1188E+03
   -1   53   82  135         2.6308  0.1242E+03
   -1   53   83  136         7.3251  0.3016E+01
   -1   53   84  137         5.9148  0.2076E+01
   -1   53   85  138         8.1281  0.1391E+01
   -1   53   86  139         6.7521  0.9079E+00
   -1   53   87  140         8.9465  0.6680E+00
   -1   53   88  141         7.8496  0.3498E+00
   -1   53   89  142        10.5699  0.1895E+00
   -1   53   90  143         9.5702  0.1002E+00
   -1   53   91  144        11.7957  0.8239E-01
   -1   53   92  145        10.5388  0.5380E-01
   -1   53   93  146        12.7436  0.4576E-01
   -1   53   94  147        11.5307  0.3016E-01
   -1   53   95  148        13.5008  0.2942E-01
   -1   53   96  149        12.2581  0.2019E-01
   -1   53   97  150        14.2483  0.1953E-01
   -1   53   98  151        13.0055  0.1372E-01
   -1   53   99  152        15.0219  0.1312E-01
   -1   53  100  153        13.7091  0.9709E-02
   -1   53  101  154        15.6638  0.9551E-02
   -1   53  102  155        14.3590  0.7153E-02
   -1   53  103  156        16.4440  0.6664E-02
   -1   53  104  157        15.1935  0.4970E-02
   -1   53  105  158        17.1822  0.4818E-02
   -1   53  106  159        15.8706  0.3734E-02
   -1   53  107  160        17.9064  0.3557E-02
   -1   53  108  161        16.6130  0.2762E-02
   -1   53  109  162        18.6128  0.2409E-02
   -1   53  110  163        17.3152  0.2113E-02
   -1   53  111  164        19.2536  0.1888E-02
   -1   53  112  165        17.9326  0.1679E-02
   -1   53  113  166        19.8850  0.1497E-02
   -1   53  114  167        18.5789  0.1333E-02
   -1   53  115  168        20.4086  0.1238E-02
   -1   53  116  169        19.1346  0.1096E-02
   -1   53  117  170        20.9460  0.1024E-02
   -1   53  118  171        19.7086  0.9020E-03
   -1   53  119  172        21.6148  0.8206E-03
   -1   53  120  173        20.3015  0.7424E-03
   -1   53  121  174        22.0678  0.7035E-03
   -1   53  122  175        20.8481  0.6223E-03
   -1   53  123  176        22.7201  0.5732E-03
   -1   53  124  177        21.4862  0.5116E-03
   -1   53  125  178        23.1973  0.4922E-03
   -1   53  126  179        21.9525  0.4421E-03
   -1   53  127  180        23.6258  0.4295E-03
   -1   53  128  181        24.2641  0.2448E-03
   -1   53  129  182        26.1261  0.2278E-03
   -1   53  130  183        24.7032  0.2163E-03
   -1   53  131  184        26.3068  0.2136E-03
   -1   53  132  185        25.0213  0.1969E-03
   -1   53  133  186        26.6757  0.1921E-03
   -1   53  134  187        25.3261  0.1799E-03
   -1   53  135  188        27.1440  0.1693E-03
   -1   53  136  189        25.8598  0.1566E-03
   -1   53  137  190        27.9957  0.1377E-03
   -1   53  138  191        27.1593  0.1164E-03
   -1   53  139  192        28.7682  0.1146E-03
   -1   53  140  193        27.6218  0.1038E-03
   -1   53  141  194        29.2162  0.1024E-03
   -1   53  142  195        28.1349  0.9172E-04
   -1   54   79  133         0.3990  0.1816E+06
   -1   54   81  135         1.1087  0.4583E+04
   -1   54   83  137         4.3198  0.1287E+02
   -1   54   84  138         2.8917  0.1130E+02
   -1   54   85  139         5.1169  0.4875E+01
   -1   54   86  140         3.7196  0.3458E+01
   -1   54   87  141         5.9383  0.1960E+01
   -1   54   88  142         4.4056  0.1515E+01
   -1   54   89  143         6.8026  0.8298E+00
   -1   54   90  144         5.9025  0.3599E+00
   -1   54   91  145         8.5795  0.1922E+00
   -1   54   92  146         7.5850  0.1012E+00
   -1   54   93  147         9.5834  0.9424E-01
   -1   54   94  148         8.4569  0.5690E-01
   -1   54   95  149        10.4117  0.5499E-01
   -1   54   96  150         9.2191  0.3573E-01
   -1   54   97  151        11.2006  0.3418E-01
   -1   54   98  152         9.9905  0.2308E-01
   -1   54   99  153        12.0175  0.2166E-01
   -1   54  100  154        10.7258  0.1562E-01
   -1   54  101  155        12.8048  0.1435E-01
   -1   54  102  156        11.4640  0.1080E-01
   -1   54  103  157        13.4601  0.1034E-01
   -1   54  104  158        12.1659  0.7744E-02
   -1   54  105  159        14.1987  0.7307E-02
   -1   54  106  160        12.8887  0.5599E-02
   -1   54  107  161        14.9163  0.5201E-02
   -1   54  108  162        13.6290  0.4489E-02
   -1   54  109  163        15.6562  0.3812E-02
   -1   54  110  164        14.4090  0.3270E-02
   -1   54  111  165        16.2632  0.2973E-02
   -1   54  112  166        14.8017  0.2770E-02
   -1   54  113  167        16.6940  0.2487E-02
   -1   54  114  168        15.5071  0.2117E-02
   -1   54  115  169        17.4020  0.1905E-02
   -1   54  116  170        16.1496  0.1669E-02
   -1   54  117  171        17.9889  0.1533E-02
   -1   54  118  172        16.6438  0.1391E-02
   -1   54  119  173        18.6809  0.1203E-02
   -1   54  120  174        17.6434  0.9998E-03
   -1   54  121  175        19.4654  0.9268E-03
   -1   54  122  176        18.1045  0.8528E-03
   -1   54  123  177        19.9916  0.7765E-03
   -1   54  124  178        18.8365  0.6766E-03
   -1   54  125  179        20.6513  0.6299E-03
   -1   54  126  180        19.3929  0.5675E-03
   -1   54  127  181        20.9781  0.5626E-03
   -1   54  128  182        21.5093  0.3217E-03
   -1   54  129  183        23.3802  0.2971E-03
   -1   54  130  184        21.9787  0.2809E-03
   -1   54  131  185        23.6044  0.2753E-03
   -1   54  132  186        22.3124  0.2540E-03
   -1   54  133  187        23.9333  0.2491E-03
   -1   54  134  188        22.5853  0.2332E-03
   -1   54  135  189        24.3440  0.2214E-03
   -1   54  136  190        22.9042  0.2121E-03
   -1   54  137  191        24.4251  0.2127E-03
   -1   54  138  192        23.6771  0.1745E-03
   -1   54  139  193        25.5745  0.1608E-03
   -1   54  140  194        24.5907  0.1401E-03
   -1   54  141  195        26.4237  0.1311E-03
   -1   54  142  196        25.3440  0.1171E-03
   -1   54  143  197        26.8878  0.1166E-03
   -1   54  144  198        25.7056  0.1066E-03
   -1   55   75  130         0.3150  0.2269E+07
   -1   55   77  132         1.0513  0.3601E+05
   -1   55   79  134         1.8181  0.4447E+04
   -1   55   80  135         0.2823  0.5102E+06
   -1   55   81  136         2.4749  0.1278E+04
   -1   55   82  137         0.9486  0.7305E+04
   -1   55   83  138         5.6819  0.1627E+02
   -1   55   84  139         4.2411  0.1310E+02
   -1   55   85  140         6.4762  0.6704E+01
   -1   55   86  141         5.0410  0.4995E+01
   -1   55   87  142         7.2784  0.2911E+01
   -1   55   88  143         5.7390  0.2289E+01
   -1   55   89  144         7.9740  0.1468E+01
   -1   55   90  145         6.5507  0.1004E+01
   -1   55   91  146         8.8957  0.6379E+00
   -1   55   92  147         8.2215  0.2417E+00
   -1   55   93  148        10.7357  0.1544E+00
   -1   55   94  149         9.6279  0.8869E-01
   -1   55   95  150        11.6294  0.8345E-01
   -1   55   96  151        10.4011  0.5360E-01
   -1   55   97  152        12.4340  0.4992E-01
   -1   55   98  153        11.2019  0.3310E-01
   -1   55   99  154        13.2738  0.3039E-01
   -1   55  100  155        11.9159  0.2209E-01
   -1   55  101  156        13.9943  0.2033E-01
   -1   55  102  157        12.6982  0.1462E-01
   -1   55  103  158        14.7314  0.1381E-01
   -1   55  104  159        13.4111  0.1024E-01
   -1   55  105  160        15.4353  0.9728E-02
   -1   55  106  161        14.1392  0.7167E-02
   -1   55  107  162        16.1450  0.6101E-02
   -1   55  108  163        14.8537  0.5216E-02
   -1   55  109  164        16.8143  0.4547E-02
   -1   55  110  165        15.5503  0.3880E-02
   -1   55  111  166        17.4065  0.3532E-02
   -1   55  112  167        15.9729  0.3231E-02
   -1   55  113  168        17.8008  0.2974E-02
   -1   55  114  169        16.3859  0.2712E-02
   -1   55  115  170        18.3315  0.2397E-02
   -1   55  116  171        17.1061  0.2058E-02
   -1   55  117  172        19.0750  0.1812E-02
   -1   55  118  173        17.7098  0.1641E-02
   -1   55  119  174        19.6216  0.1476E-02
   -1   55  120  175        18.6074  0.1203E-02
   -1   55  121  176        20.6002  0.1060E-02
   -1   55  122  177        19.3324  0.9422E-03
   -1   55  123  178        21.1807  0.8689E-03
   -1   55  124  179        20.0563  0.7449E-03
   -1   55  125  180        21.9342  0.6824E-03
   -1   55  126  181        20.7223  0.6035E-03
   -1   55  127  182        22.3734  0.5894E-03
   -1   55  128  183        22.8022  0.3418E-03
   -1   55  129  184        24.6850  0.3152E-03
   -1   55  130  185        23.2760  0.2974E-03
   -1   55  131  186        24.9167  0.2911E-03
   -1   55  132  187        23.5585  0.2717E-03
   -1   55  133  188        25.1965  0.2660E-03
   -1   55  134  189        23.8554  0.2477E-03
   -1   55  135  190        25.5918  0.2368E-03
   -1   55  136  191        24.1766  0.2247E-03
   -1   55  137  192        25.6721  0.2273E-03
   -1   55  138  193        24.5866  0.2001E-03
   -1   55  139  194        26.3431  0.1904E-03
   -1   55  140  195        25.0859  0.1750E-03
   -1   55  141  196        27.0514  0.1590E-03
   -1   55  142  197        26.1948  0.1344E-03
   -1   55  143  198        27.9698  0.1276E-03
   -1   55  144  199        26.9283  0.1128E-03
   -1   55  145  200        28.5382  0.1109E-03
   -1   55  146  201        27.2854  0.1027E-03
   -1   56   83  139         2.6875  0.1185E+03
   -1   56   84  140         1.2404  0.3996E+03
   -1   56   85  141         3.5051  0.3545E+02
   -1   56   86  142         2.0458  0.4887E+02
   -1   56   87  143         4.3064  0.1221E+02
   -1   56   88  144         2.8006  0.1196E+02
   -1   56   89  145         4.9787  0.5292E+01
   -1   56   90  146         3.6102  0.3653E+01
   -1   56   91  147         5.6473  0.2448E+01
   -1   56   92  148         4.4370  0.1350E+01
   -1   56   93  149         6.9314  0.6807E+00
   -1   56   94  150         6.2515  0.2508E+00
   -1   56   95  151         8.6608  0.1668E+00
   -1   56   96  152         7.2432  0.1177E+00
   -1   56   97  153         9.4937  0.9192E-01
   -1   56   98  154         8.1051  0.6522E-01
   -1   56   99  155        10.3534  0.5246E-01
   -1   56  100  156         8.9190  0.3916E-01
   -1   56  101  157        11.0879  0.3356E-01
   -1   56  102  158         9.7206  0.2462E-01
   -1   56  103  159        11.8253  0.2207E-01
   -1   56  104  160        10.5008  0.1617E-01
   -1   56  105  161        12.5064  0.1484E-01
   -1   56  106  162        11.2359  0.1236E-01
   -1   56  107  163        13.2338  0.1032E-01
   -1   56  108  164        11.9876  0.8604E-02
   -1   56  109  165        13.9205  0.7454E-02
   -1   56  110  166        12.6246  0.6406E-02
   -1   56  111  167        14.5519  0.5591E-02
   -1   56  112  168        13.0747  0.5204E-02
   -1   56  113  169        15.0291  0.4507E-02
   -1   56  114  170        13.6725  0.4020E-02
   -1   56  115  171        15.4681  0.3711E-02
   -1   56  116  172        14.1153  0.3321E-02
   -1   56  117  173        15.9444  0.3031E-02
   -1   56  118  174        14.7498  0.2575E-02
   -1   56  119  175        16.7718  0.2203E-02
   -1   56  120  176        15.6704  0.1831E-02
   -1   56  121  177        17.6702  0.1589E-02
   -1   56  122  178        16.5427  0.1347E-02
   -1   56  123  179        18.4792  0.1199E-02
   -1   56  124  180        17.3434  0.1027E-02
   -1   56  125  181        19.3035  0.9108E-03
   -1   56  126  182        18.1853  0.7823E-03
   -1   56  127  183        19.9481  0.7372E-03
   -1   56  128  184        20.0614  0.4561E-03
   -1   56  129  185        22.0135  0.4106E-03
   -1   56  130  186        20.5621  0.3920E-03
   -1   56  131  187        22.2558  0.3774E-03
   -1   56  132  188        20.7842  0.3626E-03
   -1   56  133  189        22.4498  0.3515E-03
   -1   56  134  190        21.1198  0.3263E-03
   -1   56  135  191        22.8695  0.3097E-03
   -1   56  136  192        21.4536  0.2942E-03
   -1   56  137  193        23.1164  0.2852E-03
   -1   56  138  194        21.9064  0.2582E-03
   -1   56  139  195        23.6771  0.2439E-03
   -1   56  140  196        22.4765  0.2210E-03
   -1   56  141  197        24.1645  0.2129E-03
   -1   56  142  198        23.0392  0.1902E-03
   -1   56  143  199        24.8557  0.1780E-03
   -1   56  144  200        23.9582  0.1517E-03
   -1   56  145  201        25.8065  0.1413E-03
   -1   56  146  202        24.5987  0.1295E-03
   -1   56  147  203        26.3633  0.1229E-03
   -1   56  148  204        25.1007  0.1142E-03
   -1   56  149  205        26.7804  0.1104E-03
   -1   57   79  136         0.3416  0.1623E+07
   -1   57   81  138         0.8653  0.6796E+05
   -1   57   83  140         4.0220  0.1312E+03
   -1   57   84  141         2.5673  0.1287E+03
   -1   57   85  142         4.8515  0.4217E+02
   -1   57   86  143         3.3952  0.3718E+02
   -1   57   87  144         5.6112  0.1643E+02
   -1   57   88  145         4.1384  0.1387E+02
   -1   57   89  146         6.2780  0.7670E+01
   -1   57   90  147         4.9132  0.5348E+01
   -1   57   91  148         6.8829  0.3978E+01
   -1   57   92  149         5.6898  0.2221E+01
   -1   57   93  150         7.8063  0.1574E+01
   -1   57   94  151         6.6737  0.8240E+00
   -1   57   95  152         9.4468  0.3741E+00
   -1   57   96  153         8.4345  0.1894E+00
   -1   57   97  154        10.8142  0.1337E+00
   -1   57   98  155         9.3465  0.9771E-01
   -1   57   99  156        11.6441  0.7559E-01
   -1   57  100  157        10.1742  0.5639E-01
   -1   57  101  158        12.3633  0.4760E-01
   -1   57  102  159        10.9903  0.3422E-01
   -1   57  103  160        13.1181  0.3029E-01
   -1   57  104  161        11.7989  0.2110E-01
   -1   57  105  162        13.8317  0.1718E-01
   -1   57  106  163        12.5373  0.1429E-01
   -1   57  107  164        14.5502  0.1187E-01
   -1   57  108  165        13.2811  0.9872E-02
   -1   57  109  166        15.2166  0.8560E-02
   -1   57  110  167        13.8645  0.7453E-02
   -1   57  111  168        15.8280  0.6417E-02
   -1   57  112  169        14.4218  0.5754E-02
   -1   57  113  170        16.2483  0.5257E-02
   -1   57  114  171        14.9523  0.4534E-02
   -1   57  115  172        16.8453  0.4044E-02
   -1   57  116  173        15.4955  0.3586E-02
   -1   57  117  174        17.1196  0.3546E-02
   -1   57  118  175        15.9450  0.2959E-02
   -1   57  119  176        18.0780  0.2433E-02
   -1   57  120  177        16.8713  0.2078E-02
   -1   57  121  178        18.7762  0.1862E-02
   -1   57  122  179        17.5504  0.1613E-02
   -1   57  123  180        19.5029  0.1428E-02
   -1   57  124  181        18.4031  0.1197E-02
   -1   57  125  182        20.4795  0.1025E-02
   -1   57  126  183        19.5336  0.8296E-03
