



 PAIRING FACTOR=  0.500

 M*,R0  A DEPENDENT AND ALP= 0.600

 WITHOUT BOTTOM RAISING



 ALL-F
 ALL-G-T
 1ST-0A
 1ST-1V
 1ST-1A
 1ST-2A

 MODIFIED  LORENTZ TYPE II + HYPERBOLIC-SEC

 SIGMA1,2 INDEPEND ON THE MASS NUMBER AND SIGMA3=     40.00
 GAMMA=      100.00
 C1= 0.700     C2= 0.300

-----------------------------------------------------------


Calculated by using Gross Theory ver.2  with KTUY mass formula




 Beta    Z    N    A       Q-value   Half-life
 
minus                       (MeV)       (sec)

   -1   97  168  265         3.6784  0.3778E+01
   -1   97  169  266         5.2333  0.2417E+01
   -1   97  170  267         3.9234  0.2553E+01
   -1   97  171  268         5.7914  0.1133E+01
   -1   97  172  269         4.4827  0.1145E+01
   -1   97  173  270         6.3409  0.5751E+00
   -1   97  174  271         5.2369  0.4488E+00
   -1   97  175  272         7.0256  0.2700E+00
   -1   97  176  273         5.9004  0.2185E+00
   -1   97  177  274         7.5856  0.1542E+00
   -1   97  178  275         6.3549  0.1391E+00
   -1   97  179  276         8.0613  0.9915E-01
   -1   97  180  277         6.8456  0.8866E-01
   -1   97  181  278         8.4953  0.6793E-01
   -1   97  182  279         7.2704  0.6150E-01
   -1   97  183  280         9.0245  0.4429E-01
   -1   97  184  281         7.7946  0.4047E-01
   -1   97  185  282        10.5022  0.1588E-01
   -1   97  186  283         9.1137  0.1622E-01
   -1   97  187  284        10.5398  0.1528E-01
   -1   97  188  285         8.9597  0.1762E-01
   -1   97  189  286        10.6526  0.1404E-01
   -1   97  190  287         9.4523  0.1279E-01
   -1   97  191  288        11.0769  0.1072E-01
   -1   97  192  289         9.9005  0.9684E-02
   -1   97  193  290        11.5430  0.8099E-02
   -1   97  194  291        10.3660  0.7354E-02
   -1   97  195  292        12.0485  0.6067E-02
   -1   97  196  293        10.9491  0.5319E-02
   -1   97  197  294        12.6671  0.4352E-02
   -1   97  198  295        11.4957  0.3984E-02
   -1   97  199  296        13.1392  0.3408E-02
   -1   97  200  297        11.9063  0.3226E-02
   -1   97  201  298        13.5402  0.2785E-02
   -1   97  202  299        12.3616  0.2577E-02
   -1   97  203  300        13.9769  0.2254E-02
   -1   97  204  301        12.8034  0.2089E-02
   -1   97  205  302        14.4591  0.1803E-02
   -1   97  206  303        13.2505  0.1701E-02
   -1   97  207  304        14.8604  0.1503E-02
   -1   97  208  305        13.7596  0.1360E-02
   -1   97  209  306        15.3943  0.1194E-02
   -1   97  210  307        14.1749  0.1137E-02
   -1   97  211  308        15.7220  0.1037E-02
   -1   97  212  309        14.5271  0.9796E-03
   -1   97  213  310        16.1521  0.8684E-03
   -1   97  214  311        15.0065  0.8075E-03
   -1   97  215  312        16.5948  0.7279E-03
   -1   97  216  313        15.4353  0.6820E-03
   -1   97  217  314        17.0421  0.6122E-03
   -1   97  218  315        15.8809  0.5753E-03
   -1   97  219  316        17.4490  0.5246E-03
   -1   97  220  317        16.3214  0.4884E-03
   -1   97  221  318        17.8839  0.4471E-03
   -1   97  222  319        16.7462  0.4186E-03
   -1   97  223  320        18.2837  0.3870E-03
   -1   97  224  321        16.8301  0.4024E-03
   -1   97  225  322        17.6987  0.4644E-03
   -1   98  157  255         0.5426  0.1084E+05
   -1   98  159  257         1.1754  0.7103E+03
   -1   98  161  259         1.9077  0.1122E+03
   -1   98  162  260         0.6704  0.6227E+03
   -1   98  163  261         2.4916  0.3336E+02
   -1   98  164  262         1.2236  0.6500E+02
   -1   98  165  263         3.0446  0.1133E+02
   -1   98  166  264         1.5223  0.2704E+02
   -1   98  167  265         3.2493  0.7728E+01
   -1   98  168  266         1.7455  0.1531E+02
   -1   98  169  267         3.1780  0.8646E+01
   -1   98  170  268         1.6090  0.2098E+02
   -1   98  171  269         3.5085  0.4811E+01
   -1   98  172  270         2.2233  0.5431E+01
   -1   98  173  271         4.0428  0.2054E+01
   -1   98  174  272         2.8895  0.1732E+01
   -1   98  175  273         4.6049  0.9328E+00
   -1   98  176  274         3.4803  0.7479E+00
   -1   98  177  275         5.2845  0.4058E+00
   -1   98  178  276         4.0644  0.3650E+00
   -1   98  179  277         5.7849  0.2343E+00
   -1   98  180  278         4.5588  0.2121E+00
   -1   98  181  279         6.1923  0.1547E+00
   -1   98  182  280         4.9856  0.1378E+00
   -1   98  183  281         6.7559  0.9161E-01
   -1   98  184  282         5.5262  0.8374E-01
   -1   98  185  283         8.2309  0.2880E-01
   -1   98  186  284         6.8494  0.2960E-01
   -1   98  187  285         8.2174  0.2865E-01
   -1   98  188  286         6.6408  0.3389E-01
   -1   98  189  287         8.3494  0.2577E-01
   -1   98  190  288         7.1221  0.2385E-01
   -1   98  191  289         8.7861  0.1897E-01
   -1   98  192  290         7.5478  0.1775E-01
   -1   98  193  291         9.2562  0.1389E-01
   -1   98  194  292         8.0643  0.1268E-01
   -1   98  195  293         9.7237  0.1035E-01
   -1   98  196  294         8.5145  0.9586E-02
   -1   98  197  295        10.2087  0.7743E-02
   -1   98  198  296         9.1191  0.6748E-02
   -1   98  199  297        10.8081  0.5531E-02
   -1   98  200  298         9.6333  0.5078E-02
   -1   98  201  299        11.2582  0.4336E-02
   -1   98  202  300        10.0552  0.4052E-02
   -1   98  203  301        11.6553  0.3520E-02
   -1   98  204  302        10.4809  0.3255E-02
   -1   98  205  303        12.1234  0.2785E-02
   -1   98  206  304        10.9232  0.2615E-02
   -1   98  207  305        12.5575  0.2257E-02
   -1   98  208  306        11.3611  0.2122E-02
   -1   98  209  307        13.0107  0.1827E-02
   -1   98  210  308        11.8947  0.1665E-02
   -1   98  211  309        13.5262  0.1452E-02
   -1   98  212  310        12.2160  0.1438E-02
   -1   98  213  311        13.8236  0.1271E-02
   -1   98  214  312        12.6803  0.1178E-02
   -1   98  215  313        14.3069  0.1036E-02
   -1   98  216  314        13.1477  0.9695E-03
   -1   98  217  315        14.7376  0.8681E-03
   -1   98  218  316        13.5835  0.8125E-03
   -1   98  219  317        15.1691  0.7307E-03
   -1   98  220  318        14.0145  0.6856E-03
   -1   98  221  319        15.5974  0.6187E-03
   -1   98  222  320        14.4209  0.5863E-03
   -1   98  223  321        16.0154  0.5281E-03
   -1   98  224  322        14.8577  0.4981E-03
   -1   98  225  323        15.9793  0.5285E-03
   -1   99  153  252         0.4798  0.1110E+06
   -1   99  155  254         1.1997  0.5262E+04
   -1   99  157  256         1.7800  0.1322E+04
   -1   99  158  257         0.5020  0.1191E+05
   -1   99  159  258         2.3671  0.3750E+03
   -1   99  160  259         1.1178  0.7188E+03
   -1   99  161  260         2.9950  0.9425E+02
   -1   99  162  261         1.8651  0.1035E+03
   -1   99  163  262         3.7629  0.2258E+02
   -1   99  164  263         2.4998  0.2872E+02
   -1   99  165  264         4.3556  0.8457E+01
   -1   99  166  265         2.9187  0.1286E+02
   -1   99  167  266         4.5860  0.5820E+01
   -1   99  168  267         3.1411  0.8493E+01
   -1   99  169  268         4.7998  0.4147E+01
   -1   99  170  269         3.0412  0.9999E+01
   -1   99  171  270         4.8055  0.4048E+01
   -1   99  172  271         3.5154  0.4363E+01
   -1   99  173  272         5.3680  0.1785E+01
   -1   99  174  273         4.1500  0.1632E+01
   -1   99  175  274         5.9418  0.8353E+00
   -1   99  176  275         4.7151  0.7562E+00
   -1   99  177  276         6.5414  0.4087E+00
   -1   99  178  277         5.3411  0.3566E+00
   -1   99  179  278         7.0772  0.2287E+00
   -1   99  180  279         5.8476  0.2061E+00
   -1   99  181  280         7.4759  0.1527E+00
   -1   99  182  281         6.2671  0.1353E+00
   -1   99  183  282         8.0388  0.9056E-01
   -1   99  184  283         6.8052  0.8244E-01
   -1   99  185  284         9.5072  0.2852E-01
   -1   99  186  285         8.1188  0.2929E-01
   -1   99  187  286         9.2823  0.3297E-01
   -1   99  188  287         7.8726  0.3447E-01
   -1   99  189  288         9.5730  0.2643E-01
   -1   99  190  289         8.3234  0.2467E-01
   -1   99  191  290         9.9952  0.1956E-01
   -1   99  192  291         8.7510  0.1826E-01
   -1   99  193  292        10.4325  0.1456E-01
   -1   99  194  293         9.2311  0.1328E-01
   -1   99  195  294        10.8685  0.1099E-01
   -1   99  196  295         9.7155  0.9794E-02
   -1   99  197  296        11.3618  0.8139E-02
   -1   99  198  297        10.1744  0.7438E-02
   -1   99  199  298        11.8649  0.6084E-02
   -1   99  200  299        10.7666  0.5331E-02
   -1   99  201  300        12.4371  0.4452E-02
   -1   99  202  301        11.2894  0.4028E-02
   -1   99  203  302        12.8827  0.3519E-02
   -1   99  204  303        11.6699  0.3300E-02
   -1   99  205  304        13.3152  0.2824E-02
   -1   99  206  305        12.0720  0.2694E-02
   -1   99  207  306        13.7274  0.2306E-02
   -1   99  208  307        12.5168  0.2172E-02
   -1   99  209  308        14.1435  0.1892E-02
   -1   99  210  309        12.8597  0.1844E-02
   -1   99  211  310        14.7101  0.1467E-02
   -1   99  212  311        13.4037  0.1446E-02
   -1   99  213  312        14.9941  0.1288E-02
   -1   99  214  313        13.8243  0.1202E-02
   -1   99  215  314        15.4175  0.1073E-02
   -1   99  216  315        14.2685  0.9961E-03
   -1   99  217  316        15.8652  0.8906E-03
   -1   99  218  317        14.7059  0.8323E-03
   -1   99  219  318        16.2923  0.7490E-03
   -1   99  220  319        15.1210  0.7048E-03
   -1   99  221  320        16.7072  0.6359E-03
   -1   99  222  321        15.5550  0.5956E-03
   -1   99  223  322        17.1254  0.5416E-03
   -1   99  224  323        15.9663  0.5096E-03
   -1   99  225  324        17.5600  0.4606E-03
   -1  100  161  261         0.5383  0.9874E+04
   -1  100  163  263         1.2285  0.5394E+03
   -1  100  164  264         0.0678  0.9684E+06
   -1  100  165  265         1.9708  0.8808E+02
   -1  100  166  266         0.6663  0.5556E+03
   -1  100  167  267         2.3548  0.3932E+02
   -1  100  168  268         0.9190  0.1693E+03
   -1  100  169  269         2.6563  0.2118E+02
   -1  100  170  270         0.9853  0.1285E+03
   -1  100  171  271         2.5129  0.2787E+02
   -1  100  172  272         1.1894  0.6175E+02
   -1  100  173  273         3.0976  0.8890E+01
   -1  100  174  274         1.8498  0.1049E+02
   -1  100  175  275         3.6583  0.3344E+01
   -1  100  176  276         2.4055  0.3444E+01
   -1  100  177  277         4.2485  0.1360E+01
   -1  100  178  278         3.0551  0.1206E+01
   -1  100  179  279         4.8268  0.6284E+00
   -1  100  180  280         3.5611  0.6020E+00
   -1  100  181  281         5.1957  0.4004E+00
   -1  100  182  282         4.0109  0.3469E+00
   -1  100  183  283         5.7782  0.2111E+00
   -1  100  184  284         4.5327  0.1954E+00
   -1  100  185  285         7.2215  0.5680E-01
   -1  100  186  286         5.8419  0.5883E-01
   -1  100  187  287         6.8462  0.7623E-01
   -1  100  188  288         5.5507  0.7389E-01
   -1  100  189  289         7.2458  0.5412E-01
   -1  100  190  290         6.0385  0.4893E-01
   -1  100  191  291         7.7154  0.3716E-01
   -1  100  192  292         6.4782  0.3453E-01
   -1  100  193  293         8.1494  0.2677E-01
   -1  100  194  294         6.9897  0.2366E-01
   -1  100  195  295         8.6263  0.1908E-01
   -1  100  196  296         7.3681  0.1811E-01
   -1  100  197  297         9.0954  0.1392E-01
   -1  100  198  298         7.8697  0.1299E-01
   -1  100  199  299         9.5114  0.1066E-01
   -1  100  200  300         8.3476  0.9617E-02
   -1  100  201  301        10.0029  0.7906E-02
   -1  100  202  302         8.9006  0.6935E-02
   -1  100  203  303        10.5734  0.5707E-02
   -1  100  204  304         9.3866  0.5272E-02
   -1  100  205  305        11.0554  0.4384E-02
   -1  100  206  306         9.8140  0.4179E-02
   -1  100  207  307        11.4628  0.3533E-02
   -1  100  208  308        10.2442  0.3338E-02
   -1  100  209  309        11.8776  0.2859E-02
   -1  100  210  310        10.5824  0.2807E-02
   -1  100  211  311        12.3198  0.2301E-02
   -1  100  212  312        11.2252  0.2068E-02
   -1  100  213  313        12.8232  0.1818E-02
   -1  100  214  314        11.5682  0.1758E-02
   -1  100  215  315        13.1564  0.1557E-02
   -1  100  216  316        11.9874  0.1454E-02
   -1  100  217  317        13.5768  0.1291E-02
   -1  100  218  318        12.4173  0.1205E-02
   -1  100  219  319        14.0173  0.1068E-02
   -1  100  220  320        12.8555  0.1000E-02
   -1  100  221  321        14.4144  0.9044E-03
   -1  100  222  322        13.2591  0.8466E-03
   -1  100  223  323        14.8326  0.7629E-03
   -1  100  224  324        13.6758  0.7162E-03
   -1  100  225  325        15.2502  0.6467E-03
   -1  101  157  258         0.4970  0.8909E+05
   -1  101  159  260         1.1884  0.4928E+04
   -1  101  161  262         1.7630  0.1247E+04
   -1  101  162  263         0.4778  0.1241E+05
   -1  101  163  264         2.3311  0.3665E+03
   -1  101  164  265         1.1484  0.5792E+03
   -1  101  165  266         3.1025  0.6769E+02
   -1  101  166  267         1.9074  0.8479E+02
   -1  101  167  268         3.6748  0.2340E+02
   -1  101  168  269         2.2547  0.4146E+02
   -1  101  169  270         3.9728  0.1398E+02
   -1  101  170  271         2.5176  0.2442E+02
   -1  101  171  272         3.9531  0.1425E+02
   -1  101  172  273         2.4703  0.2643E+02
   -1  101  173  274         4.3827  0.6997E+01
   -1  101  174  275         3.1529  0.7277E+01
   -1  101  175  276         4.9397  0.2946E+01
   -1  101  176  277         3.7364  0.2719E+01
   -1  101  177  278         5.5354  0.1264E+01
   -1  101  178  279         4.3145  0.1152E+01
   -1  101  179  280         6.1172  0.5996E+00
   -1  101  180  281         4.8411  0.5752E+00
   -1  101  181  282         6.4797  0.3889E+00
   -1  101  182  283         5.2857  0.3377E+00
   -1  101  183  284         7.0709  0.2050E+00
   -1  101  184  285         5.8330  0.1867E+00
   -1  101  185  286         8.5118  0.5558E-01
   -1  101  186  287         7.1155  0.5794E-01
   -1  101  187  288         8.0384  0.8103E-01
   -1  101  188  289         6.7917  0.7478E-01
   -1  101  189  290         8.4715  0.5570E-01
   -1  101  190  291         7.2548  0.5036E-01
   -1  101  191  292         8.9583  0.3760E-01
   -1  101  192  293         7.7202  0.3473E-01
   -1  101  193  294         9.4043  0.2677E-01
   -1  101  194  295         8.1163  0.2571E-01
   -1  101  195  296         9.8662  0.1922E-01
   -1  101  196  297         8.6190  0.1800E-01
   -1  101  197  298        10.3326  0.1400E-01
   -1  101  198  299         9.0779  0.1322E-01
   -1  101  199  300        10.7596  0.1062E-01
   -1  101  200  301         9.5859  0.9584E-02
   -1  101  201  302        11.2101  0.8041E-02
   -1  101  202  303        10.0394  0.7285E-02
   -1  101  203  304        11.6926  0.6062E-02
   -1  101  204  305        10.5314  0.5493E-02
   -1  101  205  306        12.2249  0.4513E-02
   -1  101  206  307        11.0416  0.4158E-02
   -1  101  207  308        12.6816  0.3537E-02
   -1  101  208  309        11.5625  0.3171E-02
   -1  101  209  310        13.1714  0.2756E-02
   -1  101  210  311        11.9638  0.2588E-02
   -1  101  211  312        13.5033  0.2331E-02
   -1  101  212  313        12.3064  0.2184E-02
   -1  101  213  314        13.9096  0.1917E-02
   -1  101  214  315        12.7479  0.1773E-02
   -1  101  215  316        14.3404  0.1569E-02
   -1  101  216  317        13.1866  0.1451E-02
   -1  101  217  318        14.7738  0.1292E-02
   -1  101  218  319        13.6079  0.1204E-02
   -1  101  219  320        15.1948  0.1076E-02
   -1  101  220  321        14.0458  0.9987E-03
   -1  101  221  322        15.6120  0.9017E-03
   -1  101  222  323        14.4433  0.8459E-03
   -1  101  223  324        16.0145  0.7640E-03
   -1  101  224  325        14.8548  0.7159E-03
   -1  101  225  326        16.4168  0.6503E-03
   -1  102  165  267         0.5872  0.6505E+04
   -1  102  167  269         1.3390  0.3498E+03
   -1  102  168  270         0.0414  0.3791E+07
   -1  102  169  271         1.7730  0.1205E+03
   -1  102  170  272         0.2962  0.7759E+04
   -1  102  171  273         1.8699  0.9682E+02
   -1  102  172  274         0.3103  0.6557E+04
   -1  102  173  275         2.0801  0.6143E+02
   -1  102  174  276         0.8662  0.1813E+03
   -1  102  175  277         2.5926  0.2113E+02
   -1  102  176  278         1.4707  0.2359E+02
   -1  102  177  279         3.2572  0.5913E+01
   -1  102  178  280         2.0319  0.6268E+01
   -1  102  179  281         3.8424  0.2219E+01
   -1  102  180  282         2.5536  0.2360E+01
   -1  102  181  283         4.2279  0.1242E+01
   -1  102  182  284         3.0262  0.1116E+01
   -1  102  183  285         4.8183  0.5645E+00
   -1  102  184  286         3.5736  0.5277E+00
   -1  102  185  287         6.2575  0.1202E+00
   -1  102  186  288         4.8674  0.1276E+00
   -1  102  187  289         5.7542  0.1931E+00
   -1  102  188  290         4.4719  0.1860E+00
   -1  102  189  291         6.1630  0.1276E+00
   -1  102  190  292         4.9460  0.1153E+00
   -1  102  191  293         6.6356  0.8193E-01
   -1  102  192  294         5.3894  0.7629E-01
   -1  102  193  295         7.1339  0.5321E-01
   -1  102  194  296         5.8406  0.5161E-01
   -1  102  195  297         7.5626  0.3753E-01
   -1  102  196  298         6.3507  0.3427E-01
   -1  102  197  299         8.0451  0.2600E-01
   -1  102  198  300         6.8290  0.2392E-01
   -1  102  199  301         8.4913  0.1886E-01
   -1  102  200  302         7.2878  0.1729E-01
   -1  102  201  303         8.9501  0.1381E-01
   -1  102  202  304         7.7651  0.1257E-01
   -1  102  203  305         9.4135  0.1025E-01
   -1  102  204  306         8.2210  0.9414E-02
   -1  102  205  307         9.8617  0.7781E-02
   -1  102  206  308         8.6993  0.7060E-02
   -1  102  207  309        10.3843  0.5747E-02
   -1  102  208  310         9.2083  0.5281E-02
   -1  102  209  311        10.8588  0.4418E-02
   -1  102  210  312         9.6391  0.4168E-02
   -1  102  211  313        11.2707  0.3543E-02
   -1  102  212  314        10.1566  0.3183E-02
   -1  102  213  315        11.7781  0.2737E-02
   -1  102  214  316        10.5884  0.2561E-02
   -1  102  215  317        12.1725  0.2251E-02
   -1  102  216  318        10.9959  0.2099E-02
   -1  102  217  319        12.5906  0.1843E-02
   -1  102  218  320        11.4210  0.1719E-02
   -1  102  219  321        12.9946  0.1529E-02
   -1  102  220  322        11.8167  0.1434E-02
   -1  102  221  323        13.3589  0.1296E-02
   -1  102  222  324        12.1972  0.1211E-02
   -1  102  223  325        13.7699  0.1083E-02
   -1  102  224  326        12.6107  0.1013E-02
   -1  102  225  327        14.1640  0.9164E-03
   -1  103  161  264         0.5980  0.4388E+05
   -1  103  163  266         1.1217  0.5417E+04
   -1  103  165  268         1.8104  0.1029E+04
   -1  103  166  269         0.4272  0.1584E+05
   -1  103  167  270         2.3824  0.2926E+03
   -1  103  168  271         1.1505  0.5101E+03
   -1  103  169  272         3.0727  0.6391E+02
   -1  103  170  273         1.6308  0.1383E+03
   -1  103  171  274         3.2174  0.4753E+02
   -1  103  172  275         1.6987  0.1171E+03
   -1  103  173  276         3.3845  0.3436E+02
   -1  103  174  277         2.0976  0.5005E+02
   -1  103  175  278         3.8689  0.1459E+02
   -1  103  176  279         2.7625  0.1337E+02
   -1  103  177  280         4.5532  0.4745E+01
   -1  103  178  281         3.3201  0.4815E+01
   -1  103  179  282         5.1287  0.1983E+01
   -1  103  180  283         3.8154  0.2128E+01
   -1  103  181  284         5.5196  0.1142E+01
   -1  103  182  285         4.3171  0.1016E+01
   -1  103  183  286         6.1106  0.5351E+00
   -1  103  184  287         4.8569  0.5005E+00
   -1  103  185  288         7.5259  0.1194E+00
   -1  103  186  289         6.1368  0.1256E+00
   -1  103  187  290         7.0692  0.1825E+00
   -1  103  188  291         5.6626  0.1978E+00
   -1  103  189  292         7.3632  0.1349E+00
   -1  103  190  293         6.1228  0.1237E+00
   -1  103  191  294         7.8562  0.8470E-01
   -1  103  192  295         6.6142  0.7799E-01
   -1  103  193  296         8.3358  0.5561E-01
   -1  103  194  297         7.0665  0.5254E-01
   -1  103  195  298         8.7324  0.4001E-01
   -1  103  196  299         7.5483  0.3550E-01
   -1  103  197  300         9.2116  0.2759E-01
   -1  103  198  301         8.0101  0.2495E-01
   -1  103  199  302         9.6854  0.1953E-01
   -1  103  200  303         8.4867  0.1773E-01
   -1  103  201  304        10.1492  0.1418E-01
   -1  103  202  305         8.9437  0.1300E-01
   -1  103  203  306        10.6151  0.1046E-01
   -1  103  204  307         9.4322  0.9504E-02
   -1  103  205  308        11.0464  0.7992E-02
   -1  103  206  309         9.8704  0.7267E-02
   -1  103  207  310        11.5060  0.6084E-02
   -1  103  208  311        10.3113  0.5615E-02
   -1  103  209  312        11.9875  0.4635E-02
   -1  103  210  313        10.8232  0.4229E-02
   -1  103  211  314        12.4833  0.3549E-02
   -1  103  212  315        11.2866  0.3306E-02
   -1  103  213  316        12.9090  0.2844E-02
   -1  103  214  317        11.6964  0.2678E-02
   -1  103  215  318        13.2910  0.2344E-02
   -1  103  216  319        12.1151  0.2176E-02
   -1  103  217  320        13.7073  0.1915E-02
   -1  103  218  321        12.5434  0.1773E-02
   -1  103  219  322        14.1414  0.1562E-02
   -1  103  220  323        13.0282  0.1421E-02
   -1  103  221  324        14.5985  0.1271E-02
   -1  103  222  325        13.4286  0.1188E-02
   -1  103  223  326        14.9349  0.1094E-02
   -1  103  224  327        13.7687  0.1023E-02
   -1  103  225  328        15.3322  0.9225E-03
   -1  104  169  273         0.5436  0.7439E+04
   -1  104  171  275         0.9926  0.9174E+03
   -1  104  173  277         1.2584  0.3872E+03
   -1  104  175  279         1.6322  0.1462E+03
   -1  104  176  280         0.4874  0.1236E+04
   -1  104  177  281         2.2845  0.3567E+02
   -1  104  178  282         1.0470  0.7772E+02
   -1  104  179  283         2.8722  0.1079E+02
   -1  104  180  284         1.5250  0.1787E+02
   -1  104  181  285         3.2553  0.5242E+01
   -1  104  182  286         2.0459  0.5354E+01
   -1  104  183  287         3.8624  0.1901E+01
   -1  104  184  288         2.6054  0.1911E+01
   -1  104  185  289         5.2668  0.3011E+00
   -1  104  186  290         3.8750  0.3307E+00
   -1  104  187  291         4.9187  0.4435E+00
   -1  104  188  292         3.3106  0.6574E+00
   -1  104  189  293         5.0342  0.3814E+00
   -1  104  190  294         3.7937  0.3541E+00
   -1  104  191  295         5.5377  0.2152E+00
   -1  104  192  296         4.2961  0.1994E+00
   -1  104  193  297         5.9973  0.1334E+00
   -1  104  194  298         4.7699  0.1220E+00
   -1  104  195  299         6.4381  0.8727E-01
   -1  104  196  300         5.2406  0.7793E-01
   -1  104  197  301         6.9093  0.5733E-01
   -1  104  198  302         5.7052  0.5177E-01
   -1  104  199  303         7.3754  0.3892E-01
   -1  104  200  304         6.1840  0.3500E-01
   -1  104  201  305         7.8605  0.2671E-01
   -1  104  202  306         6.6560  0.2439E-01
   -1  104  203  307         8.3233  0.1905E-01
   -1  104  204  308         7.1461  0.1717E-01
   -1  104  205  309         8.7877  0.1384E-01
   -1  104  206  310         7.6015  0.1261E-01
   -1  104  207  311         9.2500  0.1023E-01
   -1  104  208  312         8.0486  0.9460E-02
   -1  104  209  313         9.6793  0.7833E-02
   -1  104  210  314         8.4899  0.7219E-02
   -1  104  211  315        10.1419  0.5956E-02
   -1  104  212  316         9.0336  0.5276E-02
   -1  104  213  317        10.6929  0.4379E-02
   -1  104  214  318         9.5186  0.4039E-02
   -1  104  215  319        11.0837  0.3542E-02
   -1  104  216  320         9.8847  0.3319E-02
   -1  104  217  321        11.4742  0.2887E-02
   -1  104  218  322        10.2959  0.2686E-02
   -1  104  219  323        11.8683  0.2365E-02
   -1  104  220  324        10.7073  0.2189E-02
   -1  104  221  325        12.3013  0.1917E-02
   -1  104  222  326        11.2212  0.1718E-02
   -1  104  223  327        12.8243  0.1505E-02
   -1  104  224  328        11.6659  0.1401E-02
   -1  104  225  329        13.1937  0.1272E-02
   -1  105  165  270         0.5954  0.3976E+05
   -1  105  167  272         1.1185  0.4919E+04
   -1  105  169  274         1.6621  0.1263E+04
   -1  105  170  275         0.2654  0.6513E+05
   -1  105  171  276         2.1048  0.4938E+03
   -1  105  172  277         0.8145  0.1537E+04
   -1  105  173  278         2.5827  0.1630E+03
   -1  105  174  279         1.1032  0.5187E+03
   -1  105  175  280         2.9451  0.7282E+02
   -1  105  176  281         1.7681  0.8937E+02
   -1  105  177  282         3.5710  0.2185E+02
   -1  105  178  283         2.3286  0.2797E+02
   -1  105  179  284         4.1735  0.7795E+01
   -1  105  180  285         2.7943  0.1113E+02
   -1  105  181  286         4.5551  0.4179E+01
   -1  105  182  287         3.3424  0.4087E+01
   -1  105  183  288         5.1408  0.1720E+01
   -1  105  184  289         3.8812  0.1698E+01
   -1  105  185  290         6.5488  0.2914E+00
   -1  105  186  291         5.1480  0.3194E+00
   -1  105  187  292         6.4037  0.3371E+00
   -1  105  188  293         4.5733  0.6305E+00
   -1  105  189  294         6.1542  0.4424E+00
   -1  105  190  295         4.9573  0.3874E+00
   -1  105  191  296         6.6948  0.2380E+00
   -1  105  192  297         5.4876  0.2109E+00
   -1  105  193  298         7.1799  0.1430E+00
   -1  105  194  299         5.9597  0.1288E+00
   -1  105  195  300         7.6344  0.9189E-01
   -1  105  196  301         6.4271  0.8212E-01
   -1  105  197  302         8.0979  0.6043E-01
   -1  105  198  303         6.8943  0.5413E-01
   -1  105  199  304         8.5643  0.4077E-01
   -1  105  200  305         7.3697  0.3648E-01
   -1  105  201  306         9.0173  0.2848E-01
   -1  105  202  307         7.8315  0.2548E-01
   -1  105  203  308         9.5162  0.1968E-01
   -1  105  204  309         8.3053  0.1803E-01
   -1  105  205  310         9.9820  0.1421E-01
   -1  105  206  311         8.7860  0.1296E-01
   -1  105  207  312        10.4420  0.1048E-01
   -1  105  208  313         9.2434  0.9618E-02
   -1  105  209  314        10.9034  0.7842E-02
   -1  105  210  315         9.7624  0.6994E-02
   -1  105  211  316        11.2871  0.6214E-02
   -1  105  212  317        10.1408  0.5586E-02
   -1  105  213  318        11.7807  0.4684E-02
   -1  105  214  319        10.6587  0.4181E-02
   -1  105  215  320        12.2806  0.3567E-02
   -1  105  216  321        11.0980  0.3301E-02
   -1  105  217  322        12.6825  0.2884E-02
   -1  105  218  323        11.4751  0.2710E-02
   -1  105  219  324        13.0521  0.2386E-02
   -1  105  220  325        11.8691  0.2222E-02
   -1  105  221  326        13.4462  0.1963E-02
   -1  105  222  327        12.2666  0.1831E-02
   -1  105  223  328        13.8624  0.1610E-02
   -1  105  224  329        12.7708  0.1449E-02
   -1  105  225  330        14.4597  0.1231E-02
   -1  106  173  279         0.2257  0.1140E+06
   -1  106  175  281         0.6667  0.3243E+04
   -1  106  177  283         1.2933  0.3101E+03
   -1  106  178  284         0.0553  0.1142E+07
   -1  106  179  285         1.9228  0.6852E+02
   -1  106  180  286         0.5245  0.8282E+03
   -1  106  181  287         2.2920  0.3112E+02
   -1  106  182  288         1.0988  0.5623E+02
   -1  106  183  289         2.9030  0.8964E+01
   -1  106  184  290         1.6270  0.1205E+02
   -1  106  185  291         4.2858  0.9201E+00
   -1  106  186  292         2.8918  0.1090E+01
   -1  106  187  293         4.3739  0.8048E+00
   -1  106  188  294         2.6416  0.1586E+01
   -1  106  189  295         3.7764  0.1887E+01
   -1  106  190  296         2.5841  0.1718E+01
   -1  106  191  297         4.3390  0.8205E+00
   -1  106  192  298         3.1650  0.7080E+00
   -1  106  193  299         4.8467  0.4220E+00
   -1  106  194  300         3.6580  0.3695E+00
   -1  106  195  301         5.3359  0.2372E+00
   -1  106  196  302         4.1258  0.2129E+00
   -1  106  197  303         5.8114  0.1425E+00
   -1  106  198  304         4.6004  0.1284E+00
   -1  106  199  305         6.2729  0.9043E-01
   -1  106  200  306         5.0789  0.8054E-01
   -1  106  201  307         6.7544  0.5836E-01
   -1  106  202  308         5.5412  0.5315E-01
   -1  106  203  309         7.2093  0.3971E-01
   -1  106  204  310         6.0117  0.3589E-01
   -1  106  205  311         7.6968  0.2703E-01
   -1  106  206  312         6.4994  0.2457E-01
